gspread_row;use_area;tool_name;repo_owner;repo_name;main_branch;total_commits;last_commit_check;fork_count;stars_count;watchers_count;license_name;primary_language;is_archived;open_issues;closed_issues
25;Data Visualization;Metabase;metabase;metabase;master;20607;False;3323;24807;633;Other;Clojure;False;2116;6816
26;Data Visualization;Redash;getredash;redash;master;7238;False;3249;18738;585;BSD 2-Clause "Simplified" License;Python;False;435;1648
27;Data Visualization;Superset;apache;superset;master;7473;False;7318;38508;1444;Apache License 2.0;Python;False;660;5612
29;Feature Store;Butterfree;quintoandar;butterfree;staging;271;False;20;149;79;Apache License 2.0;Python;False;3;9
30;Feature Store;ByteHub;bytehub-ai;bytehub;master;95;False;0;20;1;GNU General Public License v3.0;Python;False;0;2
31;Feature Store;Feast;feast-dev;feast;master;1649;False;309;1848;60;Apache License 2.0;Python;False;43;387
32;Hyperparameter Tuning;Hyperas;maxpumperla;hyperas;master;209;False;304;2087;62;MIT License;Python;True;88;158
33;Hyperparameter Tuning;Hyperopt;hyperopt;hyperopt;master;1172;False;889;5606;128;Other;Python;False;343;225
34;Hyperparameter Tuning;Katib;kubeflow;katib;master;809;False;265;978;65;Apache License 2.0;Jsonnet;False;68;561
35;Hyperparameter Tuning;optuna;optuna;optuna;master;9944;False;504;4548;131;MIT License;Python;False;139;635
36;Hyperparameter Tuning;Scikit Optimize;scikit-optimize;scikit-optimize;master;1561;False;404;2110;64;BSD 3-Clause "New" or "Revised" License;Python;False;177;370
38;Model Interpretability;Alibi;SeldonIO;alibi;master;269;False;128;988;43;Apache License 2.0;Python;False;80;95
39;Model Interpretability;InterpretML;interpretml;interpret;develop;1648;False;469;3753;146;MIT License;C++;False;67;126
40;Model Interpretability;LIME;marcotcr;lime;master;508;False;1436;8725;279;BSD 2-Clause "Simplified" License;JavaScript;False;58;447
41;Model Interpretability;SHAP;slundberg;shap;master;1927;False;1865;12631;239;MIT License;Jupyter Notebook;False;1042;525
43;Model Lifecycle;Mlflow;mlflow;mlflow;master;1996;False;2028;9337;268;Apache License 2.0;Python;False;619;1075
44;Model Lifecycle;ModelDB;VertaAI;modeldb;master;2740;False;235;1209;66;Apache License 2.0;Java;False;77;40
46;Model Lifecycle;Replicate;replicate;keepsake;main;788;False;55;1465;11;Apache License 2.0;Python;False;110;64
47;Model Lifecycle;Sacred;IDSIA;sacred;master;1305;False;319;3444;86;MIT License;Python;False;90;405
48;Model Serving;BentoML;bentoml;BentoML;master;1074;False;277;2442;48;Apache License 2.0;Python;False;103;311
49;Model Serving;BudgetML;ebhy;budgetml;main;96;False;48;1189;26;Apache License 2.0;Python;False;1;4
50;Model Serving;Cortex;cortexlabs;cortex;master;2109;False;573;7493;158;Apache License 2.0;Go;False;120;884
51;Model Serving;GraphPipe;oracle;graphpipe;master;29;True;109;720;57;Other;Makefile;True;12;1
52;Model Serving;KFServing;kubeflow;kfserving;master;763;False;381;907;43;Apache License 2.0;Jsonnet;False;167;555
53;Model Serving;PredictionIO;apache;attic-predictionio;develop;4495;True;2022;12508;772;Apache License 2.0;Scala;True;0;0
55;Model Serving;Streamlit;streamlit;streamlit;develop;4091;False;1254;14509;253;Apache License 2.0;Python;False;506;1231
56;Model Serving;TensorFlow Serving;tensorflow;serving;master;6082;False;1976;5023;241;Apache License 2.0;C++;False;78;1195
57;Model Serving;TorchServe;pytorch;serve;master;1284;False;292;1782;49;Apache License 2.0;Java;False;92;463
58;Optimization Tools;Dask;dask;dask;main;6508;False;1268;8322;240;BSD 3-Clause "New" or "Revised" License;Python;False;661;3005
59;Optimization Tools;DeepSpeed;microsoft;DeepSpeed;master;563;False;478;4911;107;MIT License;Python;False;210;248
60;Optimization Tools;Fiber;uber;fiber;master;66;False;100;892;23;Apache License 2.0;Python;False;13;8
61;Optimization Tools;Horovod;horovod;horovod;master;930;False;1825;11199;334;Other;Python;False;226;1550
62;Optimization Tools;Mahout;apache;mahout;trunk;4499;False;958;1923;240;Apache License 2.0;Java;False;0;0
64;Optimization Tools;Modin;modin-project;modin;master;1368;False;432;6052;110;Other;Python;False;500;1224
65;Optimization Tools;Petastorm;uber;petastorm;master;638;False;197;1148;39;Apache License 2.0;Python;False;118;116
67;Optimization Tools;Ray;ray-project;ray;master;8044;False;2612;15932;417;Apache License 2.0;Python;False;1397;5237
68;Optimization Tools;Singa;apache;singa;master;2265;False;630;2219;124;Apache License 2.0;C++;False;17;35
69;Optimization Tools;Tpot;EpistasisLab;tpot;master;2368;False;1399;8002;294;GNU Lesser General Public License v3.0;Python;False;212;596
70;Simplification Tools;Hermione;a3data;hermione;master;140;False;29;139;19;Apache License 2.0;Python;False;0;8
71;Simplification Tools;Koalas;databricks;koalas;master;1536;False;311;2799;165;Apache License 2.0;Python;False;93;443
72;Simplification Tools;Ludwig;ludwig-ai;ludwig;master;2124;False;908;7674;181;Apache License 2.0;Python;False;111;426
73;Simplification Tools;PyCaret;pycaret;pycaret;master;1739;False;753;3419;90;MIT License;Jupyter Notebook;False;170;687
74;Simplification Tools;TrainGenerator;jrieke;traingenerator;main;117;False;133;1003;38;MIT License;Python;False;7;3
75;Simplification Tools;Turi Create;apple;turicreate;main;1567;False;1102;10262;363;BSD 3-Clause "New" or "Revised" License;C++;False;461;1264
76;Visual Analysis and Debugging;Manifold;uber;manifold;master;170;True;107;1465;58;Apache License 2.0;JavaScript;False;31;36
77;Visual Analysis and Debugging;Netron;lutzroeder;netron;main;4370;False;1724;14413;240;MIT License;JavaScript;False;24;620
78;Visual Analysis and Debugging;Yellowbrick;DistrictDataLabs;yellowbrick;develop;853;False;488;3226;103;Apache License 2.0;Python;False;79;532
79;Workflow Tools;Argo;argoproj;argo-workflows;master;2461;False;1514;8477;176;Apache License 2.0;Go;False;372;2685
80;Workflow Tools;Couler;couler-proj;couler;master;164;False;40;457;15;Apache License 2.0;Python;False;21;23
81;Workflow Tools;Flyte;flyteorg;flyte;master;235;False;105;1401;272;Apache License 2.0;Python;False;269;459
82;Workflow Tools;Kale;kubeflow-kale;kale;master;638;False;70;366;12;Apache License 2.0;Python;False;51;58
83;Workflow Tools;Kedro;quantumblacklabs;kedro;master;1230;False;450;3863;90;Other;Python;False;37;426
84;Workflow Tools;Luigi;spotify;luigi;master;3993;False;2255;14537;501;Apache License 2.0;Python;False;53;843
85;Workflow Tools;Metaflow;Netflix;metaflow;master;228;False;367;4341;216;Apache License 2.0;Python;False;120;153
86;Workflow Tools;MLRun;mlrun;mlrun;development;1176;False;85;341;9;Other;Python;False;21;84
87;Workflow Tools;Prefect;PrefectHQ;prefect;master;13970;False;581;6282;136;Apache License 2.0;Python;False;290;1415
88;Workflow Tools;ZenML;maiot-io;zenml;main;1343;False;61;1148;24;Apache License 2.0;Python;False;7;30
